"","...1","followup_fallstudyhours","followup_getwritinghelp","followup_metwithinstructor","followup_metwithfreetutor","followup_imptodowellatuoft","followup_depressed","followup_stressed","fathers_education","mothers_education","fall_meangrade_year1","exp_gradschl","agreeableness2","agreeableness","extraversion2","extraversion","study_habit"
"53",84,30,5,1,0,6,1,1,6,6,84,0,0.638380944728851,1,-1.31298589706421,0,6
"54",85,14,4,0,0,7,0,1,2,5,70.5,1,0.0602638274431229,1,-0.0346913151443005,0,4
"55",86,24,3,1,0,7,2,2,7,8,57,1,0.0602638274431229,1,0.125095501542091,1,4
"56",88,4,5,1,0,5,1,2,2,1,65.25,1,-0.903264701366425,0,-0.0346913151443005,0,6
"57",89,8,5,5,2,6,2,3,2,2,50,0,0.638380944728851,1,-2.11192011833191,0,12
"58",91,5,2,0,2,5,1,2,1,5,45,0,0.831086695194244,1,0.444669157266617,1,4
"59",92,7,6,0,0,7,1,2,7,3,61.6666679382324,0,-0.517853319644928,0,1.40339004993439,1,6
"60",93,3,3,0,0,6,1,1,5,6,82.5,0,0.0602638274431229,1,-0.514051795005798,0,3
"61",95,2,3,1,0,7,2,2,5,6,55,1,-0.710559010505676,0,0.444669157266617,1,4
"62",97,2,1,0,0,7,3,3,0,0,56.5,0,0.445675253868103,1,-0.67383861541748,0,1
"63",98,4,2,0,0,7,2,1,6,6,84,1,0.638380944728851,1,0.604456007480621,1,2
"64",99,8,4,0,2,3,2,2,7,2,71.3333358764648,1,-0.325147598981857,0,0.764242827892303,1,6
"65",100,9,6,8,8,7,3,3,7,7,61,0,-0.132441878318787,0,0.284882336854935,1,22
"66",101,3,4,1,2,6,3,3,5,5,58,0,0.445675253868103,1,0.604456007480621,1,7
"67",102,10,3,1,2,6,3,0,6,1,78.25,1,-0.132441878318787,0,-0.194478139281273,0,6
"68",103,23,4,2,2,7,3,3,1,1,77.25,0,-0.132441878318787,0,-0.0346913151443005,0,8
"69",104,14,6,2,5,7,1,2,6,5,59,1,-0.517853319644928,0,0.125095501542091,1,13
"70",105,16,5,2,8,6,1,1,6,6,68.5999984741211,1,0.0602638274431229,1,-0.833625435829163,0,15
"71",106,15,5,0,2,5,2,2,6,2,78,0,0.252969533205032,1,0.444669157266617,1,7
"72",107,6,4,2,1,4,2,1,5,5,71.75,1,0.831086695194244,1,-0.354264974594116,0,7
"73",109,4,4,5,2,4,1,2,1,1,56,0,0.445675253868103,1,0.444669157266617,1,11
"74",111,3,4,2,0,6,0,2,7,6,73,0,0.638380944728851,1,-0.0346913151443005,0,6
"75",114,20,4,0,1,5,0,1,2,2,69,1,0.252969533205032,1,0.125095501542091,1,5
"76",115,2,4,2,0,7,1,2,8,6,86.3333358764648,1,0.0602638274431229,1,1.08381640911102,1,6
"77",117,3,4,0,0,5,2,1,2,2,68.6666641235352,1,-0.132441878318787,0,0.924029648303986,1,4
"78",118,2,3,0,0,7,2,3,1,1,58.25,1,-0.517853319644928,0,-1.15319907665253,0,3
"79",119,57,5,2,2,6,1,0,6,6,86.25,1,0.638380944728851,1,-1.47277271747589,0,9
"80",121,4,3,0,0,5,1,2,2,6,78.75,0,0.638380944728851,1,-0.514051795005798,0,3
"81",122,3,5,0,0,6,3,3,7,7,60,1,0.638380944728851,1,-0.833625435829163,0,5
"82",123,10,4,0,0,5,1,1,6,5,83.6666641235352,0,0.445675253868103,1,-0.67383861541748,0,4
"83",124,9,3,2,1,7,1,1,6,4,82,0,0.0602638274431229,1,1.88275063037872,1,6
"84",125,2,4,1,2,6,2,2,7,7,14,1,0.638380944728851,1,-1.63255953788757,0,7
"85",127,7,2,1,2,7,2,3,8,2,79,1,0.445675253868103,1,-0.514051795005798,0,5
"86",128,4,3,0,0,4,1,1,6,6,50,1,0.252969533205032,1,0.284882336854935,1,3
"87",129,14,3,0,1,6,3,3,7,6,80,1,0.445675253868103,1,1.08381640911102,1,4
"88",130,4,3,2,0,7,2,3,8,4,55.6666679382324,1,-0.325147598981857,0,1.88275063037872,1,5
"89",131,6,5,5,8,7,1,1,6,2,66,1,0.638380944728851,1,-0.833625435829163,0,18
"90",132,10,4,0,1,5,0,2,5,5,69,0,-0.325147598981857,0,1.08381640911102,1,5
"91",134,19,5,0,0,6,2,3,6,2,69,0,0.252969533205032,1,-1.15319907665253,0,5
"92",136,8,4,0,8,7,2,2,6,2,80,1,-0.903264701366425,0,-1.31298589706421,0,12
"93",138,10,5,2,2,7,1,3,6,6,58,1,0.0602638274431229,1,0.444669157266617,1,9
"94",140,1,2,1,1,7,2,1,0,0,60.3333320617676,0,0.252969533205032,1,-0.194478139281273,0,4
"95",141,20,2,0,0,6,0,1,6,5,81.5999984741211,1,-0.325147598981857,0,-1.63255953788757,0,2
"96",142,3,4,5,2,4,2,2,1,2,65.3333358764648,0,0.831086695194244,1,0.604456007480621,1,11
"97",143,8,4,0,0,6,2,2,7,7,72,1,0.831086695194244,1,0.604456007480621,1,4
"98",144,2,2,2,1,7,3,2,8,7,81.5,1,0.445675253868103,1,-1.79234635829926,0,5
"99",145,35,5,2,8,7,2,2,7,5,76.5,0,-0.325147598981857,0,0.284882336854935,1,15
"100",146,2,5,1,1,5,1,1,7,6,75.25,1,-0.132441878318787,0,-1.63255953788757,0,7
"101",149,21,3,8,8,7,1,3,1,5,71,1,-0.132441878318787,0,-1.15319907665253,0,19
"102",150,21,6,2,8,7,2,2,0,5,59,1,0.638380944728851,1,2.04253745079041,1,16
"103",151,3,3,2,8,7,2,2,6,4,63,1,-0.132441878318787,0,1.2436032295227,1,13
"104",152,4,2,0,0,6,1,2,1,2,71.3333358764648,0,-0.710559010505676,0,1.08381640911102,1,2
"105",154,9,4,2,1,4,2,2,6,6,45,1,-0.517853319644928,0,0.125095501542091,1,7
"106",155,4,5,0,0,6,1,3,2,2,80,1,0.0602638274431229,1,0.924029648303986,1,5
"107",158,8,6,0,0,4,3,2,6,6,55.3333320617676,1,-0.325147598981857,0,0.764242827892303,1,6
"108",159,3,3,0,2,3,2,1,8,0,58.5,0,-0.517853319644928,0,0.284882336854935,1,5
"109",160,4,1,0,0,6,3,2,7,6,84.75,1,-0.710559010505676,0,-0.514051795005798,0,1
"110",161,3,3,2,2,7,3,3,4,6,71,1,-0.517853319644928,0,1.88275063037872,1,7
"111",162,14,2,5,2,7,1,3,7,6,76,1,-0.132441878318787,0,1.56317687034607,1,9
"112",163,16,5,5,5,6,1,2,2,2,61.5,0,-0.710559010505676,0,-0.194478139281273,0,15
"113",165,4,4,5,5,6,2,3,8,5,59,1,-0.517853319644928,0,0.444669157266617,1,14
"114",166,4,5,0,1,5,2,1,5,5,29,0,-0.903264701366425,0,-0.0346913151443005,0,6
"115",167,8,4,2,1,7,2,1,7,7,66,0,0.638380944728851,1,0.284882336854935,1,7
"116",168,10,4,2,2,7,3,3,5,2,78,0,-0.903264701366425,0,1.08381640911102,1,8
"117",169,2,3,2,2,2,1,2,7,2,77.6666641235352,0,0.252969533205032,1,-0.833625435829163,0,7
"118",170,2,2,0,0,3,3,2,2,3,80.5,1,-0.517853319644928,0,0.604456007480621,1,2
"119",171,4,5,5,2,7,0,1,6,1,63,1,-0.132441878318787,0,-0.354264974594116,0,12
"120",172,9,1,2,5,5,2,3,6,5,79.3333358764648,0,-0.132441878318787,0,0.764242827892303,1,8
"121",174,2,4,2,2,6,1,2,7,6,61,1,0.638380944728851,1,-0.833625435829163,0,8
"122",175,25,4,2,0,5,1,1,4,6,92.1999969482422,1,0.445675253868103,1,-1.31298589706421,0,6
"123",176,22,5,8,8,2,1,2,1,1,75.3333358764648,0,-0.903264701366425,0,-0.514051795005798,0,21
"124",177,2,3,0,1,6,1,1,6,2,51.6666679382324,1,-0.903264701366425,0,-0.514051795005798,0,4
"125",179,2,4,1,1,5,0,1,0,2,61.3333320617676,0,0.831086695194244,1,-0.0346913151443005,0,6
"126",180,15,4,1,0,6,3,2,1,1,64,0,-0.517853319644928,0,-1.31298589706421,0,5
"127",181,4,2,1,0,7,3,3,0,3,74,1,-0.325147598981857,0,0.284882336854935,1,3
"128",182,15,5,0,2,7,2,2,6,6,80.5,1,0.445675253868103,1,-0.67383861541748,0,7
"129",183,4,2,1,0,5,3,2,5,5,66.5,0,0.831086695194244,1,-1.63255953788757,0,3
"130",184,6,2,2,0,7,2,2,6,6,53,0,0.445675253868103,1,-0.993412256240845,0,4
"131",185,18,4,2,2,4,3,1,2,5,57,1,-0.903264701366425,0,0.444669157266617,1,8
"132",186,20,2,2,0,7,2,1,1,1,77,1,-0.517853319644928,0,-2.75106739997864,0,4
"133",187,6,4,0,1,5,2,3,6,6,79,0,0.0602638274431229,1,-0.67383861541748,0,5
"134",188,3,4,0,1,7,1,2,1,1,62,0,0.445675253868103,1,-1.31298589706421,0,5
"135",189,7,5,0,0,4,3,2,3,5,66,1,-0.710559010505676,0,1.08381640911102,1,5
"136",190,6,2,0,1,5,2,1,0,5,68.75,0,0.445675253868103,1,0.125095501542091,1,3
"137",191,6,5,2,2,7,1,3,6,5,60,0,-0.132441878318787,0,-0.0346913151443005,0,9
"138",192,12,4,0,1,7,2,3,5,5,68,0,0.638380944728851,1,-0.354264974594116,0,5
"139",193,5,3,1,0,4,2,2,6,6,61.5,0,-0.517853319644928,0,0.444669157266617,1,4
"140",195,6,4,1,2,6,0,2,1,1,71,1,0.0602638274431229,1,0.125095501542091,1,7
"141",196,21,3,1,1,4,2,2,7,6,83,1,0.638380944728851,1,-0.514051795005798,0,5
"142",199,4,4,2,2,7,1,2,7,6,78.3333358764648,1,-0.517853319644928,0,0.444669157266617,1,8
"143",200,4,3,8,5,4,2,1,2,2,83,0,-0.325147598981857,0,0.444669157266617,1,16
"144",202,7,3,2,0,7,1,2,2,3,46,1,0.445675253868103,1,-1.15319907665253,0,5
"145",203,7,5,1,0,5,2,3,6,6,60.5,0,-0.132441878318787,0,0.284882336854935,1,6
"146",205,8,4,0,0,5,2,3,2,2,70,0,-0.325147598981857,0,-0.354264974594116,0,4
"147",206,3,4,1,2,3,2,2,2,4,72.3333358764648,0,-0.710559010505676,0,0.764242827892303,1,7
"148",207,3,3,1,1,6,1,1,6,6,81,0,-0.517853319644928,0,0.764242827892303,1,5
"149",208,2,3,1,0,6,3,2,7,8,88.5,0,0.831086695194244,1,-2.11192011833191,0,4
"150",209,8,2,1,8,7,2,1,7,6,60,0,0.0602638274431229,1,-1.15319907665253,0,11
"151",212,10,4,2,0,2,1,2,6,7,70,1,0.0602638274431229,1,-0.514051795005798,0,6
"152",213,10,4,5,2,7,1,0,5,5,77,0,-0.325147598981857,0,0.284882336854935,1,11
"153",214,10,4,1,0,6,0,3,2,2,71,0,-0.325147598981857,0,-0.833625435829163,0,5
"154",215,50,5,2,0,7,1,3,6,7,93,0,0.445675253868103,1,-0.833625435829163,0,7
"155",216,7,3,1,2,5,1,2,8,8,38,0,-0.903264701366425,0,0.444669157266617,1,6
"156",217,7,5,5,5,6,2,1,1,2,63,1,-0.903264701366425,0,-0.194478139281273,0,15
"157",219,20,2,2,2,6,1,1,7,6,70,0,0.252969533205032,1,-0.354264974594116,0,6
"158",220,4,5,0,1,5,1,2,8,8,80,1,0.252969533205032,1,-0.0346913151443005,0,6
"159",221,4,6,0,0,7,1,2,6,6,78,1,0.252969533205032,1,-1.63255953788757,0,6
"160",222,6,4,0,0,4,2,3,3,2,59.3333320617676,0,-0.132441878318787,0,0.444669157266617,1,4
"161",224,7,2,0,0,7,0,2,3,6,69,1,0.831086695194244,1,-1.15319907665253,0,2
"162",225,2,2,1,2,7,0,3,2,1,58,1,0.0602638274431229,1,0.764242827892303,1,5
"163",226,2,4,0,0,6,1,1,5,1,67.5,0,-0.710559010505676,0,0.284882336854935,1,4
"164",227,5,4,0,0,3,2,1,7,6,83.5,1,-0.325147598981857,0,-0.194478139281273,0,4
"165",228,3,5,8,8,6,2,3,6,1,73,0,0.0602638274431229,1,-0.0346913151443005,0,21
"166",229,10,4,2,8,6,1,1,6,6,75.5,0,0.445675253868103,1,-1.15319907665253,0,14
"167",230,57,6,0,2,7,1,1,2,2,63.5,1,-0.517853319644928,0,0.284882336854935,1,8
"168",231,22,4,0,0,7,1,2,2,5,76.5,0,-0.132441878318787,0,0.924029648303986,1,4
"169",233,25,5,0,1,5,0,2,6,7,90,1,0.0602638274431229,1,2.04253745079041,1,6
"170",234,20,2,0,0,6,2,2,1,5,83,1,-0.325147598981857,0,0.604456007480621,1,2
"171",237,11,3,2,1,7,3,3,5,0,65.6666641235352,1,0.445675253868103,1,-0.514051795005798,0,6
"172",239,30,4,0,1,7,2,2,6,6,78,0,0.638380944728851,1,-0.993412256240845,0,5
"173",240,8,4,1,5,6,3,1,5,5,63,1,-0.710559010505676,0,0.444669157266617,1,10
"174",241,41,4,1,5,6,2,3,5,5,72.3333358764648,1,0.445675253868103,1,-0.194478139281273,0,10
"175",242,35,2,0,1,7,2,3,6,6,73.5,0,0.0602638274431229,1,-2.11192011833191,0,3
"176",244,15,5,0,1,6,1,3,5,6,84,1,0.252969533205032,1,0.284882336854935,1,6
"177",245,3,4,1,0,4,2,2,7,6,82.5,0,-0.132441878318787,0,1.88275063037872,1,5
"178",246,12,4,1,8,7,2,2,6,6,83,1,-0.517853319644928,0,-0.514051795005798,0,13
"179",250,14,4,2,5,6,2,3,2,2,65,1,0.0602638274431229,1,0.604456007480621,1,11
"180",252,38,4,1,2,7,2,3,8,8,73,1,0.638380944728851,1,0.284882336854935,1,7
"181",255,16,4,0,2,6,1,1,5,5,71,0,0.831086695194244,1,-0.0346913151443005,0,6
"182",256,15,2,0,0,6,1,1,2,2,87.5,0,0.638380944728851,1,-1.95213317871094,0,2
"183",257,8,3,0,2,5,1,2,6,5,62,1,0.638380944728851,1,1.72296380996704,1,5
"184",258,3,2,2,0,7,2,2,6,7,63.75,1,0.831086695194244,1,-1.15319907665253,0,4
"185",260,2,4,1,2,3,1,2,7,7,56.5,1,0.0602638274431229,1,0.604456007480621,1,7
"186",262,4,4,2,2,4,1,2,0,1,56.75,1,0.445675253868103,1,0.764242827892303,1,8
"187",264,1,4,2,0,6,2,1,6,2,58.5,0,0.445675253868103,1,0.604456007480621,1,6
"188",265,20,5,0,1,7,1,3,7,6,87.3333358764648,1,-0.132441878318787,0,0.764242827892303,1,6
"189",266,15,5,1,1,5,3,3,2,3,68.5,1,-0.132441878318787,0,-0.0346913151443005,0,7
"190",268,6,3,0,0,7,2,2,6,0,90,1,0.638380944728851,1,-0.833625435829163,0,3
"191",272,4,3,0,0,6,1,2,1,7,50,0,-0.903264701366425,0,0.604456007480621,1,3
"192",273,8,4,0,0,5,1,2,8,6,65.5,1,-0.517853319644928,0,0.604456007480621,1,4
"193",274,2,4,0,0,4,1,1,6,6,43,1,0.831086695194244,1,-1.15319907665253,0,4
"194",277,6,4,1,2,7,2,2,6,6,65.5999984741211,0,-0.903264701366425,0,-0.0346913151443005,0,7
"195",280,16,3,0,5,6,1,2,1,1,83,1,0.445675253868103,1,-0.67383861541748,0,8
"196",281,1,2,1,0,6,2,2,5,6,63.5,1,-0.903264701366425,0,-0.514051795005798,0,3
"197",283,15,4,2,1,6,1,2,7,6,86.5,1,0.445675253868103,1,0.125095501542091,1,7
"198",284,35,4,2,2,7,3,3,8,6,76.5,1,0.0602638274431229,1,-0.194478139281273,0,8
"199",286,5,4,1,0,6,2,2,6,6,70.5,1,0.252969533205032,1,-0.514051795005798,0,5
"200",287,10,4,1,1,6,2,3,2,2,76,0,0.638380944728851,1,-0.993412256240845,0,6
"201",289,10,4,0,1,6,2,3,5,2,33,0,0.445675253868103,1,-0.0346913151443005,0,5
"202",290,4,1,1,0,1,0,0,1,2,60,1,-0.903264701366425,0,0.444669157266617,1,2
"203",295,20,2,5,5,7,1,2,5,5,72,1,0.252969533205032,1,-1.79234635829926,0,12
"204",297,10,3,0,0,6,1,1,2,2,62,1,0.831086695194244,1,-0.194478139281273,0,3
"205",298,4,3,0,0,5,1,1,7,7,92.5,1,0.252969533205032,1,-2.2717068195343,0,3
"206",299,40,2,0,0,3,2,2,5,5,78.5,1,-0.325147598981857,0,0.604456007480621,1,2
"207",300,30,6,2,0,7,1,2,2,2,81,1,-0.710559010505676,0,0.764242827892303,1,8
"208",301,8,3,0,5,6,1,1,6,5,74.4000015258789,1,0.252969533205032,1,-0.67383861541748,0,8
"209",302,25,3,0,1,7,3,2,0,6,60.5999984741211,1,0.831086695194244,1,-1.79234635829926,0,4
"210",303,4,3,2,2,3,2,1,2,2,61.6666679382324,0,-0.325147598981857,0,0.604456007480621,1,7
"211",304,10,3,0,1,5,2,2,7,7,70,1,0.445675253868103,1,-0.194478139281273,0,4
"212",306,10,3,0,0,7,2,2,6,5,71,1,0.638380944728851,1,-1.31298589706421,0,3
"213",307,2,4,0,2,6,1,1,7,6,62.3333320617676,1,0.0602638274431229,1,-0.194478139281273,0,6
"214",308,40,5,1,0,6,3,3,8,8,78.5,1,0.445675253868103,1,-0.0346913151443005,0,6
"215",310,10,3,2,8,7,1,2,6,6,91,0,-0.132441878318787,0,-1.31298589706421,0,13
"216",311,20,4,0,5,6,2,2,6,5,80,1,-0.325147598981857,0,0.764242827892303,1,9
"217",314,30,3,1,2,6,2,2,5,5,66,1,0.252969533205032,1,-0.354264974594116,0,6
"218",315,5,5,2,5,6,1,1,7,6,72,1,0.445675253868103,1,-1.63255953788757,0,12
"219",318,16,5,2,2,7,3,3,7,6,77.5,1,0.831086695194244,1,0.604456007480621,1,9
"220",319,3,2,0,0,7,2,1,7,8,84.3333358764648,1,0.445675253868103,1,-1.15319907665253,0,2
"221",320,1,3,1,0,6,1,2,2,1,66.8000030517578,1,0.638380944728851,1,1.08381640911102,1,4
"222",325,2,5,0,0,6,2,1,7,5,66.5,1,0.638380944728851,1,0.284882336854935,1,5
"223",327,8,5,1,1,7,3,2,5,5,50.5,1,-0.517853319644928,0,0.444669157266617,1,7
"224",329,7,4,2,0,4,1,2,4,2,87.3333358764648,0,-0.132441878318787,0,-0.354264974594116,0,6
"225",331,1,2,0,2,6,1,1,6,5,88.3333358764648,1,-0.132441878318787,0,2.04253745079041,1,4
"226",332,15,4,1,0,5,1,2,6,5,68,1,-0.903264701366425,0,-0.194478139281273,0,5
"227",334,5,2,0,0,7,0,2,6,7,87,0,-0.325147598981857,0,-1.31298589706421,0,2
"228",336,14,4,0,2,7,1,2,8,8,84,1,-0.517853319644928,0,2.2023241519928,1,6
"229",337,4,4,0,0,5,0,0,8,6,81.5,1,0.638380944728851,1,-0.67383861541748,0,4
"230",338,6,5,0,0,5,3,3,6,7,50,0,0.445675253868103,1,0.284882336854935,1,5
"231",340,12,3,0,1,5,2,3,7,8,66,1,0.445675253868103,1,1.2436032295227,1,4
"232",341,10,5,0,0,7,3,2,3,1,62,0,0.0602638274431229,1,-2.2717068195343,0,5
"233",344,15,6,1,2,6,1,3,7,7,57.5,1,-0.903264701366425,0,0.125095501542091,1,9
"234",345,30,3,2,2,4,1,2,7,6,58.3333320617676,1,0.831086695194244,1,-1.15319907665253,0,7
"235",346,6,5,0,1,7,2,2,7,6,63,0,-0.132441878318787,0,0.125095501542091,1,6
"236",347,18,4,0,2,7,2,2,2,6,66,1,-0.132441878318787,0,-0.993412256240845,0,6
"237",351,4,6,5,8,7,2,1,8,6,93.4000015258789,1,0.0602638274431229,1,0.764242827892303,1,19
"238",352,1,2,1,0,4,3,3,8,8,40,1,0.252969533205032,1,0.284882336854935,1,3
"239",353,12,3,2,1,7,1,1,2,7,85.75,1,0.638380944728851,1,1.88275063037872,1,6
"240",354,26,5,1,0,7,0,3,6,6,85,0,0.252969533205032,1,-1.47277271747589,0,6
"241",355,20,4,5,5,7,1,2,6,6,87,1,0.0602638274431229,1,0.444669157266617,1,14
"242",356,10,2,1,1,7,2,1,6,6,85,1,0.445675253868103,1,0.924029648303986,1,4
"243",357,10,3,0,2,6,1,2,6,6,65.5,1,0.831086695194244,1,-0.67383861541748,0,5
"244",358,2,1,0,0,7,3,3,2,2,72,1,-0.325147598981857,0,-2.11192011833191,0,1
"245",359,5,4,0,0,4,1,1,8,6,88.3333358764648,1,-0.132441878318787,0,-0.67383861541748,0,4
"246",362,5,4,1,2,5,2,2,7,7,63.5,1,0.445675253868103,1,-0.67383861541748,0,7
"247",363,1,2,0,0,7,2,2,6,7,60,1,-0.710559010505676,0,0.125095501542091,1,2
"248",364,15,4,1,2,6,2,2,6,7,67,1,0.0602638274431229,1,-0.0346913151443005,0,7
"249",365,16,2,0,2,5,1,3,5,5,74.5,0,-0.903264701366425,0,1.72296380996704,1,4
"250",367,3,1,0,0,7,1,1,6,6,79.5,1,0.0602638274431229,1,0.125095501542091,1,1
"251",368,7,4,2,1,7,1,2,7,0,88,1,-0.903264701366425,0,-0.194478139281273,0,7
"252",369,3,3,2,5,3,2,3,3,5,72,1,-0.517853319644928,0,0.125095501542091,1,10
"253",370,13,5,0,1,5,3,2,1,2,64,1,-0.710559010505676,0,-0.0346913151443005,0,6
"254",371,15,2,0,0,6,1,2,6,7,67.3333358764648,0,0.831086695194244,1,-1.47277271747589,0,2
"255",372,8,3,2,0,6,1,1,7,7,73.5,1,-0.325147598981857,0,-1.15319907665253,0,5
"256",374,2,4,0,0,3,3,3,5,2,51.4000015258789,0,0.445675253868103,1,1.40339004993439,1,4
"257",375,4,3,1,1,3,2,1,2,2,81.6666641235352,0,0.638380944728851,1,0.764242827892303,1,5
"258",376,4,4,0,1,6,2,3,1,1,59,1,-0.132441878318787,0,-1.15319907665253,0,5
"259",377,2,3,0,0,6,2,3,6,6,58.5,0,0.0602638274431229,1,0.604456007480621,1,3
"260",379,30,5,2,2,7,1,1,7,5,85,1,-0.325147598981857,0,-1.63255953788757,0,9
"261",381,6,3,0,1,7,1,2,0,0,75,1,0.445675253868103,1,-0.67383861541748,0,4
"262",383,6,3,0,2,5,1,1,6,7,68,1,-0.517853319644928,0,-1.95213317871094,0,5
"263",384,8,3,2,1,5,2,1,7,6,72,1,0.831086695194244,1,0.444669157266617,1,6
"264",385,15,3,0,1,7,0,2,2,5,77.5,1,0.638380944728851,1,0.604456007480621,1,4
